k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
18,0,2,0.5153502568453445,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,0,3,0.5191967693786628,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,1,0,0.5198854895126628,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,1,1,0.5378373351098162,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,1,2,0.5353580716623058,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,1,3,0.5349365945217426,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,2,0,0.5201003455192965,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,2,1,0.5340064613083348,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,2,2,0.5293389530212828,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,2,3,0.520432009244173,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,3,0,0.48993277413686165,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,3,1,0.5095277054752849,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,3,2,0.5079797555870285,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,3,3,0.5118759405782007,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,0,0,0.5065428339631415,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,0,1,0.5238335982073232,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,0,2,0.5115740419480632,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,0,3,0.5124501402365063,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,1,0,0.5194101910153404,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,1,1,0.5335741926112904,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,1,2,0.5267593544035072,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,1,3,0.5308010797645384,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,2,0,0.5204362132857764,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,2,1,0.5308888311862496,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,2,2,0.5230570258569294,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,2,3,0.5273645779434891,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,3,0,0.49245809380876204,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,3,1,0.5120778287820287,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,3,2,0.5047780287514805,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
19,3,3,0.502357372818633,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,0,0,0.5042427313626381,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,0,1,0.5196940628398836,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,0,2,0.5088896820098298,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,0,3,0.516631128968074,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,1,0,0.5138539208383057,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,1,1,0.5276441819884325,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,1,2,0.5188482842449729,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,1,3,0.5257215034128667,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,2,0,0.5068386332284927,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,2,1,0.5258569357403686,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,2,2,0.523928789580731,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,2,3,0.5208220706399778,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,3,0,0.48369508512744175,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,3,1,0.4982199194918193,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,3,2,0.5043923560617051,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
20,3,3,0.5017512357228007,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,0,0,0.49931223571372463,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,0,1,0.5177420279928729,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
